File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.28
Locale::Maketext::Lexicon::Msgcat  1.00  D/DR/DRTECH/Locale-Maketext-Lexicon-1.00.tar.gz
Locale::Maketext::Lexicon::Tie     1.00  D/DR/DRTECH/Locale-Maketext-Lexicon-1.00.tar.gz
Log::Fast                        v2.0.1  P/PO/POWERMAN/Log-Fast-v2.0.1.tar.gz
LWP                                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Authen::Basic                 6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Authen::Digest                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Authen::Ntlm                  6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::ConnCache                     6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Debug                         6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Debug::TraceHTTP              6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::DebugFile                     6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::MediaTypes                    6.04  O/OA/OALDERS/LWP-MediaTypes-6.04.tar.gz
LWP::MemberMixin                   6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol                      6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::cpan                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::data                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::file                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::ftp                 6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::gopher              6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::http                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::loopback            6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::mailto              6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::nntp                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Protocol::nogo                6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::RobotUA                       6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::Simple                        6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
LWP::UserAgent                     6.67  O/OA/OALDERS/libwww-perl-6.67.tar.gz
Mail::Address                      2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Cap                          2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Field                        2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Field::AddrList              2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Field::Date                  2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Field::Generic               2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Filter                       2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Header                       2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Internet                     2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer                       2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::qmail                2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::rfc822               2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::sendmail             2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::smtp                 2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::smtp::pipe           2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::smtps                2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::smtps::pipe          2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::testfile             2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Mailer::testfile::pipe       2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Send                         2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Mail::Util                         2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
MailTool                          undef  R/RJ/RJBS/MIME-Lite-3.033.tar.gz
MailTools                          2.21  M/MA/MARKOV/MailTools-2.21.tar.gz
Math::BigInt::LTM                 0.077  M/MI/MIK/CryptX-0.077.tar.gz
Math::Random::ISAAC               1.004  J/JA/JAWNSY/Math-Random-ISAAC-1.004.tar.gz
Math::Random::ISAAC::Embedded     1.011  D/DA/DAVIDO/Bytes-Random-Secure-Tiny-1.011.tar.gz
Math::Random::ISAAC::PP           1.004  J/JA/JAWNSY/Math-Random-ISAAC-1.004.tar.gz
Math::Random::ISAAC::PP::Embedded 1.011  D/DA/DAVIDO/Bytes-Random-Secure-Tiny-1.011.tar.gz
Math::Random::Secure           0.080001  F/FR/FREW/Math-Random-Secure-0.080001.tar.gz
Math::Random::Secure::RNG      0.080001  F/FR/FREW/Math-Random-Secure-0.080001.tar.gz
metaclass                        2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Method::Generate::Accessor        undef  H/HA/HAARG/Moo-2.005004.tar.gz
Method::Generate::BuildAll        undef  H/HA/HAARG/Moo-2.005004.tar.gz
Method::Generate::Constructor     undef  H/HA/HAARG/Moo-2.005004.tar.gz
Method::Generate::DemolishAll     undef  H/HA/HAARG/Moo-2.005004.tar.gz
MIME::Lite                        3.033  R/RJ/RJBS/MIME-Lite-3.033.tar.gz
MIME::Lite::IO_Handle             3.033  R/RJ/RJBS/MIME-Lite-3.033.tar.gz
MIME::Lite::IO_Scalar             3.033  R/RJ/RJBS/MIME-Lite-3.033.tar.gz
MIME::Lite::IO_ScalarArray        3.033  R/RJ/RJBS/MIME-Lite-3.033.tar.gz
MIME::Lite::SMTP                  3.033  R/RJ/RJBS/MIME-Lite-3.033.tar.gz
MIME::Type                         2.22  M/MA/MARKOV/MIME-Types-2.22.tar.gz
MIME::Types                        2.22  M/MA/MARKOV/MIME-Types-2.22.tar.gz
MM                                 7.64  B/BI/BINGOS/ExtUtils-MakeMaker-7.64.tar.gz
Module::Build                    0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Base              0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Compat            0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Config            0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Cookbook          0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Dumper            0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Notes             0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::aix     0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::cygwin  0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::darwin  0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::Default 0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::MacOS   0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::os2     0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::Unix    0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::VMS     0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::VOS     0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Platform::Windows 0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::PodParser         0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::PPMMaker          0.4231  L/LE/LEONT/Module-Build-0.4231.tar.gz
Module::Build::Tiny               0.039  L/LE/LEONT/Module-Build-Tiny-0.039.tar.gz
Module::Build::XSUtil              0.19  H/HI/HIDEAKIO/Module-Build-XSUtil-0.19.tar.gz
Module::Find                       0.16  C/CR/CRENZ/Module-Find-0.16.tar.gz
Module::Implementation             0.09  D/DR/DROLSKY/Module-Implementation-0.09.tar.gz
Module::Pluggable                   5.2  S/SI/SIMONW/Module-Pluggable-5.2.tar.gz
Module::Pluggable::Object           5.2  S/SI/SIMONW/Module-Pluggable-5.2.tar.gz
Module::Runtime                   0.016  Z/ZE/ZEFRAM/Module-Runtime-0.016.tar.gz
Module::Runtime::Conflicts        0.003  E/ET/ETHER/Module-Runtime-Conflicts-0.003.tar.gz
MojoX::MIME::Types                 2.22  M/MA/MARKOV/MIME-Types-2.22.tar.gz
Moo                            2.005004  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::_Utils                       undef  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::HandleMoose                  undef  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::HandleMoose::_TypeMap        undef  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::HandleMoose::FakeConstructor undef  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::HandleMoose::FakeMetaClass   undef  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::Object                       undef  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::Role                      2.005004  H/HA/HAARG/Moo-2.005004.tar.gz
Moo::sification                   undef  H/HA/HAARG/Moo-2.005004.tar.gz
Moose                            2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook                  2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::BankAccount_MethodModifiersAndSubclassing 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::BinaryTree_AttributeFeatures 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::BinaryTree_BuilderAndLazyBuild 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::Company_Subtypes 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::DateTime_ExtendingNonMooseParent 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::Document_AugmentAndInner 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::Genome_OverloadingSubtypesAndCoercion 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::HTTP_SubtypesAndCoercion 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::Immutable 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::Person_BUILDARGSAndBUILD 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Basics::Point_AttributesAndSubclassing 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Extending::Debugging_BaseClassRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Extending::ExtensionOverview 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Extending::Mooseish_MooseSugar 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Legacy::Debugging_BaseClassReplacement 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Legacy::Labeled_AttributeMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Legacy::Table_ClassMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Meta::GlobRef_InstanceMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Meta::Labeled_AttributeTrait 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Meta::PrivateOrPublic_MethodMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Meta::Table_MetaclassTrait 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Meta::WhyMeta   2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Roles::ApplicationToInstance 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Roles::Comparable_CodeReuse 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Roles::Restartable_AdvancedComposition 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Snack::Keywords 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Snack::Types    2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Cookbook::Style           2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Deprecated                2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception                 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AccessorMustReadWrite 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AddParameterizableTypeTakesParameterizableType 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AddRoleTakesAMooseMetaRoleInstance 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AddRoleToARoleTakesAMooseMetaRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ApplyTakesABlessedInstance 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttachToClassNeedsAClassMOPClassInstanceOrASubclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeConflictInRoles 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeConflictInSummation 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeExtensionIsNotSupportedInRoles 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeIsRequired 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeMustBeAnClassMOPMixinAttributeCoreOrSubclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeNamesDoNotMatch 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeValueIsNotAnObject 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AttributeValueIsNotDefined 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::AutoDeRefNeedsArrayRefOrHashRef 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::BadOptionFormat 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::BothBuilderAndDefaultAreNotAllowed 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::BuilderDoesNotExist 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::BuilderMethodNotSupportedForAttribute 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::BuilderMethodNotSupportedForInlineAttribute 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::BuilderMustBeAMethodName 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CallingMethodOnAnImmutableInstance 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CallingReadOnlyMethodOnAnImmutableInstance 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CanExtendOnlyClasses 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotAddAdditionalTypeCoercionsToUnion 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotAddAsAnAttributeToARole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotApplyBaseClassRolesToRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotAssignValueToReadOnlyAccessor 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotAugmentIfLocalMethodPresent 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotAugmentNoSuperMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotAutoDereferenceTypeConstraint 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotAutoDerefWithoutIsa 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCalculateNativeType 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCallAnAbstractBaseMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCallAnAbstractMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCoerceAttributeWhichHasNoCoercion 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCoerceAWeakRef 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCreateHigherOrderTypeWithoutATypeParameter 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCreateMethodAliasLocalMethodIsPresent 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotCreateMethodAliasLocalMethodIsPresentInClass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotDelegateLocalMethodIsPresent 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotDelegateWithoutIsa 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotFindDelegateMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotFindType 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotFindTypeGivenToMatchOnType 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotFixMetaclassCompatibility 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotGenerateInlineConstraint 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotInitializeMooseMetaRoleComposite 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotInlineTypeConstraintCheck 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotLocatePackageInINC 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotMakeMetaclassCompatible 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotOverrideALocalMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotOverrideBodyOfMetaMethods 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotOverrideLocalMethodIsPresent 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotOverrideNoSuperMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotRegisterUnnamedTypeConstraint 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CannotUseLazyBuildAndDefaultSimultaneously 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CanOnlyConsumeRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CanOnlyWrapBlessedCode 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CanReblessOnlyIntoASubclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CanReblessOnlyIntoASuperclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CircularReferenceInAlso 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ClassDoesNotHaveInitMeta 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ClassDoesTheExcludedRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ClassNamesDoNotMatch 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CloneObjectExpectsAnInstanceOfMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CodeBlockMustBeACodeRef 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CoercingWithoutCoercions 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CoercionAlreadyExists 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CoercionNeedsTypeConstraint 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ConflictDetectedInCheckRoleExclusions 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ConflictDetectedInCheckRoleExclusionsInToClass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ConstructClassInstanceTakesPackageName 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotCreateMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotCreateWriter 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotEvalConstructor 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotEvalDestructor 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotFindTypeConstraintToCoerceFrom 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotGenerateInlineAttributeMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotLocateTypeConstraintForUnion 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CouldNotParseType 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CreateMOPClassTakesArrayRefOfAttributes 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CreateMOPClassTakesArrayRefOfSuperclasses 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CreateMOPClassTakesHashRefOfMethods 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CreateTakesArrayRefOfRoles 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CreateTakesHashRefOfAttributes 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::CreateTakesHashRefOfMethods 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::DefaultToMatchOnTypeMustBeCodeRef 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::DelegationToAClassWhichIsNotLoaded 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::DelegationToARoleWhichIsNotLoaded 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::DelegationToATypeWhichIsNotAClass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::DoesRequiresRoleName 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::EnumCalledWithAnArrayRefAndAdditionalArgs 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::EnumValuesMustBeString 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::ExtendsMissingArgs 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::HandlesMustBeAHashRef 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::IllegalInheritedOptions 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::IllegalMethodTypeToAddMethodModifier 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::IncompatibleMetaclassOfSuperclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InitializeTakesUnBlessedPackageName 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InitMetaRequiresClass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InstanceBlessedIntoWrongClass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InstanceMustBeABlessedReference 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidArgPassedToMooseUtilMetaRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidArgumentsToTraitAliases 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidArgumentToMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidBaseTypeGivenToCreateParameterizedTypeConstraint 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidHandleValue 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidHasProvidedInARole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidNameForType 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidOverloadOperator 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidRoleApplication 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidTypeConstraint 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidTypeGivenToCreateParameterizedTypeConstraint 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::InvalidValueForIs 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::IsaDoesNotDoTheRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::IsaLacksDoesMethod 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::LazyAttributeNeedsADefault 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::Legacy         2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MatchActionMustBeACodeRef 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MessageParameterMustBeCodeRef 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassIsAClassNotASubclassOfGivenMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassIsARoleNotASubclassOfGivenMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassIsNotASubclassOfGivenMetaclass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassMustBeASubclassOfMooseMetaClass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassMustBeASubclassOfMooseMetaRole 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassMustBeDerivedFromClassMOPClass 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassNotLoaded 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MetaclassTypeIncompatible 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MethodExpectedAMetaclassObject 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MethodExpectsFewerArgs 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MethodExpectsMoreArgs 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MethodModifierNeedsMethodName 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
Moose::Exception::MethodNameConflictInRoles 2.2201  E/ET/ETHER/Moose-2.2201.tar.gz
